open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
2025-08-17 03:30:00+00:00,190.67,191.94,190.52,191.61,52434.985,2025-08-17 03:59:59.999000+00:00,10039487.64517,34089,30186.259,5778525.84621
2025-08-17 04:00:00+00:00,191.61,193.0,191.51,192.34,61860.136,2025-08-17 04:29:59.999000+00:00,11900894.56878,44747,35321.471,6794229.25665
2025-08-17 04:30:00+00:00,192.34,193.55,192.14,193.41,85292.529,2025-08-17 04:59:59.999000+00:00,16467882.80868,36653,54031.439,10433032.79434
2025-08-17 05:00:00+00:00,193.4,193.5,192.6,192.79,53072.226,2025-08-17 05:29:59.999000+00:00,10247839.24697,37353,24665.515,4762388.59385
2025-08-17 05:30:00+00:00,192.78,193.22,192.49,192.62,24055.193,2025-08-17 05:59:59.999000+00:00,4639686.09445,21980,11818.753,2279963.79673
2025-08-17 06:00:00+00:00,192.62,192.93,192.59,192.68,23251.389,2025-08-17 06:29:59.999000+00:00,4482166.57715,19152,12419.299,2394162.15529
2025-08-17 06:30:00+00:00,192.67,192.67,191.83,191.94,41871.383,2025-08-17 06:59:59.999000+00:00,8044415.31174,25190,16846.837,3236076.4317
2025-08-17 07:00:00+00:00,191.93,192.51,191.4,191.74,49313.877,2025-08-17 07:29:59.999000+00:00,9465955.87604,29401,21964.808,4217986.61962
2025-08-17 07:30:00+00:00,191.75,192.12,191.33,191.88,33464.031,2025-08-17 07:59:59.999000+00:00,6421815.88406,21144,10702.085,2053383.03826
2025-08-17 08:00:00+00:00,191.89,192.23,191.72,192.18,18175.626,2025-08-17 08:29:59.999000+00:00,3488997.69061,20802,8550.382,1641488.36587
2025-08-17 08:30:00+00:00,192.17,193.87,191.94,193.41,77895.485,2025-08-17 08:59:59.999000+00:00,15040987.6106,39734,54343.569,10495799.70664
2025-08-17 09:00:00+00:00,193.41,193.65,192.5,192.66,87018.501,2025-08-17 09:29:59.999000+00:00,16803369.67092,47331,45241.457,8736452.85696
2025-08-17 09:30:00+00:00,192.66,192.79,191.53,192.3,89577.168,2025-08-17 09:59:59.999000+00:00,17214358.83979,36608,53930.679,10365323.49119
2025-08-17 10:00:00+00:00,192.3,192.5,191.69,191.87,35513.137,2025-08-17 10:29:59.999000+00:00,6819427.10203,30532,17606.293,3380980.38968
2025-08-17 10:30:00+00:00,191.86,193.21,191.76,193.13,35230.202,2025-08-17 10:59:59.999000+00:00,6783308.19324,26085,19556.331,3765709.82852
2025-08-17 11:00:00+00:00,193.13,193.54,192.42,193.09,50210.984,2025-08-17 11:29:59.999000+00:00,9690495.32091,35507,23286.88,4495255.4459
2025-08-17 11:30:00+00:00,193.08,193.65,192.97,193.58,42145.74,2025-08-17 11:59:59.999000+00:00,8150864.9147,21140,20565.572,3977336.84249
2025-08-17 12:00:00+00:00,193.58,193.79,192.52,192.59,42995.36,2025-08-17 12:29:59.999000+00:00,8302907.83835,23926,17967.879,3470757.0364
2025-08-17 12:30:00+00:00,192.58,192.83,191.98,192.23,21079.119,2025-08-17 12:59:59.999000+00:00,4054250.05421,22691,8380.167,1612106.99636
2025-08-17 13:00:00+00:00,192.23,192.53,191.91,192.2,21665.773,2025-08-17 13:29:59.999000+00:00,4163785.20186,28278,11418.946,2194638.50538
2025-08-17 13:30:00+00:00,192.2,193.55,191.96,193.22,39377.37,2025-08-17 13:59:59.999000+00:00,7598942.00295,30974,24361.552,4702190.39514
2025-08-17 14:00:00+00:00,193.22,193.44,192.44,193.36,31811.737,2025-08-17 14:29:59.999000+00:00,6139573.66163,25178,13066.915,2522455.81226
2025-08-17 14:30:00+00:00,193.36,194.44,193.23,193.77,68772.628,2025-08-17 14:59:59.999000+00:00,13338427.76259,51801,31207.03,6052805.34336
2025-08-17 15:00:00+00:00,193.77,194.65,193.52,194.64,58067.401,2025-08-17 15:29:59.999000+00:00,11261842.84603,32854,33531.749,6504878.98098
2025-08-17 15:30:00+00:00,194.64,195.49,194.31,195.47,86688.595,2025-08-17 15:59:59.999000+00:00,16894239.18932,53521,54877.398,10697157.4621
2025-08-17 16:00:00+00:00,195.48,195.89,193.74,193.9,90794.323,2025-08-17 16:29:59.999000+00:00,17690131.35534,59411,38821.842,7571606.12538
2025-08-17 16:30:00+00:00,193.9,194.16,192.89,193.23,45951.179,2025-08-17 16:59:59.999000+00:00,8892331.96195,43879,18044.865,3492166.91117
